13:04:32, 2161,1596,2109
13:04:32, 2159,1593,2102
13:04:32, 2159,1595,2110
13:04:32, 2158,1597,2107
13:04:32, 2158,1625,2111
13:04:32, 2160,1596,2110
13:04:32, 2153,1600,2106
13:04:32, 2160,1599,2109
13:04:32, 2160,1599,2107
13:04:32, 2157,1599,2103
13:04:32, 2155,1598,2107
13:04:32, 2159,1600,2106
13:04:32, 2159,1602,2110
13:04:32, 2138,1597,2099
13:04:32, 2157,1594,2109
13:04:32, 2157,1597,2105
13:04:32, 2160,1600,2108
13:04:32, 2160,1597,2112
13:04:32, 2159,1598,2108
13:04:32, 2151,1597,2111
13:04:32, 2160,1598,2105
13:04:32, 2160,1591,2108
13:04:32, 2160,1595,2109
13:04:32, 2160,1595,2110
13:04:32, 2160,1599,2109
13:04:32, 2159,1587,2100
13:04:32, 2160,1598,2109
13:04:32, 2153,1594,2111
13:04:32, 2160,1600,2106
13:04:32, 2160,1597,2107
13:04:32, 2160,1594,2106
13:04:32, 2163,1591,2111
13:04:32, 2144,1600,2109
13:04:32, 2160,1598,2106
13:04:32, 2160,1594,2110
13:04:32, 2157,1595,2112
13:04:32, 2160,1600,2113
13:04:32, 2161,1595,2112
13:04:32, 2146,1596,2106
13:04:32, 2160,1597,2111
13:04:32, 2161,1595,2117
13:04:32, 2167,1600,2107
13:04:32, 2153,1599,2109
13:04:32, 2158,1596,2112
13:04:32, 2156,1600,2110
13:04:32, 2143,1594,2105
13:04:32, 2130,1598,2110
13:04:32, 2161,1598,2109
13:04:32, 2162,1600,2109
13:04:32, 2159,1600,2112
13:04:32, 2157,1600,2106
13:04:32, 2163,1601,2106
13:04:32, 2158,1587,2107
13:04:32, 2167,1596,2109
13:04:32, 2160,1600,2105
13:04:32, 2160,1598,2109
13:04:32, 2159,1600,2109
13:04:32, 2160,1601,2106
13:04:32, 2157,1597,2109
13:04:32, 2159,1602,2111
13:04:32, 2159,1598,2105
13:04:32, 2160,1600,2106
13:04:32, 2160,1599,2103
13:04:32, 2171,1600,2112
13:04:32, 2175,1591,2102
13:04:32, 2166,1594,2101
13:04:32, 2160,1590,2096
13:04:32, 2159,1605,2110
13:04:32, 2155,1595,2110
13:04:32, 2160,1593,2128
13:04:32, 2157,1584,2106
13:04:32, 2162,1616,2109
13:04:32, 2157,1607,2121
13:04:32, 2160,1599,2106
13:04:32, 2164,1600,2117
13:04:32, 2163,1590,2109
13:04:32, 2169,1583,2110
13:04:32, 2161,1612,2113
13:04:32, 2161,1599,2118
13:04:32, 2160,1613,2111
13:04:32, 2160,1601,2113
13:04:32, 2157,1600,2112
13:04:32, 2160,1604,2113
13:04:32, 2160,1597,2106
13:04:32, 2166,1606,2096
13:04:32, 2165,1600,2101
13:04:32, 2160,1598,2098
13:04:32, 2160,1598,2128
13:04:32, 2161,1619,2110
13:04:32, 2160,1589,2114
13:04:32, 2160,1598,2105
13:04:32, 2158,1594,2110
13:04:32, 2160,1598,2110
13:04:32, 2156,1594,2109
13:04:32, 2160,1601,2111
13:04:32, 2157,1600,2110
13:04:32, 2160,1587,2109
13:04:32, 2157,1605,2112
13:04:32, 2158,1605,2112
13:04:32, 2155,1592,2113
13:04:32, 2157,1600,2117
13:04:32, 2160,1590,2106
13:04:32, 2160,1619,2106
13:04:32, 2159,1594,2106
13:04:32, 2160,1601,2112
13:04:32, 2162,1595,2113
13:04:32, 2160,1586,2125
13:04:32, 2161,1575,2115
13:04:32, 2157,1597,2103
13:04:32, 2159,1595,2140
13:04:32, 2158,1590,2112
13:04:32, 2160,1600,2100
13:04:32, 2160,1600,2096
13:04:32, 2160,1595,2096
13:04:32, 2159,1598,2101
13:04:32, 2160,1599,2111
13:04:32, 2154,1594,2108
13:04:32, 2157,1600,2112
13:04:32, 2158,1600,2106
13:04:32, 2155,1600,2141
13:04:32, 2156,1596,2114
13:04:32, 2157,1590,2119
13:04:32, 2158,1595,2100
13:04:32, 2160,1596,2114
13:04:32, 2158,1595,2097
13:04:32, 2161,1598,2109
13:04:32, 2159,1597,2109
13:04:32, 2160,1595,2101
13:04:32, 2157,1597,2106
13:04:32, 2157,1595,2112
13:04:32, 2154,1597,2111
13:04:32, 2160,1596,2106
13:04:32, 2159,1593,2109
13:04:32, 2156,1600,2101
13:04:32, 2159,1598,2111
13:04:32, 2160,1595,2112
