,,,
195859029,1999,2324,1989
,,,
195860029,1986,2327,1985
,,,
195861029,2005,2334,1988
,,,
195872029,1986,2321,1976
,,,
195873029,1986,2330,1991
,,,
195874029,1999,2290,1994
,,,
195875029,1994,2291,1993
,,,
195876060,1982,2304,1998
,,,
195877029,1995,2320,1980
,,,
195878029,1995,2339,1975
,,,
195879029,1989,2369,1979
,,,
195891026,1994,2319,1985
,,,
195892029,2002,2320,1979
,,,
195893029,2000,2310,1977
,,,
195894029,2000,2331,1985
,,,
195895029,1998,2318,1952
,,,
195896029,1984,2322,1982
,,,
195897029,2006,2354,1984
,,,
195898029,1983,2336,2013
,,,
195899029,1999,2330,1931
,,,
195911026,2000,2325,1989
,,,
195912029,2005,2336,1990
,,,
195913029,2000,2329,1986
,,,
195914029,1982,2326,1974
,,,
195915029,2019,2330,1986
,,,
195916029,1997,2337,1971
,,,
195917029,1989,2329,1953
,,,
195918029,2033,2289,1989
,,,
195929026,1983,2322,1984
,,,
195930029,1981,2331,1986
,,,
195931029,1991,2322,1980
,,,
195932029,2000,2279,1984
,,,
195933029,2000,2325,1999
,,,
195934029,1979,2325,1997
,,,
195935029,1994,2331,1974
,,,
195936029,2000,2327,1984
,,,
195948026,1968,2330,1981
,,,
195949029,1986,2319,1989
,,,
195950029,2006,2314,1984
,,,
195951029,1997,2307,1978
,,,
195952029,2068,2321,1982
,,,
195953029,2001,2321,2001
,,,
195954029,1999,2307,1975
,,,
195955029,2000,2327,1989
,,,
195956029,1996,2324,1986
,,,
195968026,1989,2320,1990
,,,
195969029,1986,2334,1986
,,,
195970029,1991,2322,1975
,,,
195971029,1981,2321,1984
,,,
195972029,1993,2337,1981
,,,
195973029,1999,2326,1992
,,,
195974029,2000,2319,1977
,,,
195975029,1995,2320,1990
,,,
195986026,1997,2313,1983
,,,
195987029,1994,2316,1983
,,,
195988029,1995,2326,1987
,,,
195989029,1994,2320,1981
,,,
195990029,2000,2320,1974
,,,
195991029,1991,2320,2000
,,,
195992029,1987,2311,1993
,,,
195993029,1991,2319,1978
,,,
196005026,1993,2320,1989
,,,
196006029,2003,2331,1983
,,,
196007029,1991,2323,1991
,,,
196008029,2000,2353,1991
,,,
196009029,1997,2330,1979
,,,
196010029,1997,2327,1984
,,,
196011029,1990,2329,1998
,,,
196012029,2000,2326,1982
,,,
196013029,1988,2315,1982
,,,
196025026,2019,2352,1982
,,,
196026029,2000,2329,1987
,,,
196027029,1995,2326,1973
,,,
196028029,1981,2319,1978
,,,
196029029,1999,2329,1985
,,,
196030029,1988,2334,1987
,,,
196031029,1991,2341,1983
,,,
196032029,1993,2331,1993
,,,
196043026,1966,2331,1977
,,,
196044029,2030,2261,1969
,,,
196045029,1998,2275,1990
,,,
196046029,1997,2322,1991
,,,
196047029,1995,2324,1994
,,,
196048029,2011,2347,1983
,,,
196049029,1999,2343,1984
,,,
196050029,1890,2324,1998
,,,
196062026,1991,2333,1987
,,,
196063029,2031,2327,1982
,,,
196064029,1989,2320,1986
,,,
196065029,1990,2286,2006
,,,
196066029,1990,2326,1986
,,,
196067029,1987,2327,1987
,,,
196068029,1986,2320,1978
,,,
196069029,2022,2346,1985
,,,
196070029,1981,2333,1990
,,,
196082026,2003,2327,1994
,,,
196083029,2000,2320,1983
,,,
196084029,1993,2319,1983
,,,
196085029,1997,2350,1988
,,,
196086029,1994,2325,1984
,,,
196087029,1986,2333,1983
,,,
196088029,1981,2317,1983
,,,
196089029,1997,2337,1989
,,,
196100026,1999,2334,1990
,,,
196101029,1995,2334,1982
,,,
196102029,1999,2333,1991
,,,
196103029,1997,2347,1978
,,,
196104029,1996,2327,1991
,,,
196105029,2012,2347,1987
,,,
196106029,1999,2320,1987
,,,
196107029,1989,2325,1979
,,,
196119026,2003,2320,1982
,,,
196120029,1989,2320,2001
,,,
196121054,1996,2327,1990
,,,
196122029,2043,2325,1988
,,,
196123029,1995,2321,1991
,,,
196124029,1990,2338,1984
,,,
196125029,1990,2338,1987
,,,
196126029,1986,2337,2001
,,,
196127029,1984,2334,1983
,,,
196139026,1993,2327,1961
,,,
196140029,1997,2323,1994
,,,
196141029,1968,2320,1975
,,,
196142029,1993,2329,1989
,,,
196143029,1993,2327,1989
,,,
196144029,2011,2333,1998
,,,
196145029,2010,2327,1984
,,,
196146029,1985,2327,1983
,,,
196157026,1997,2323,1985
,,,
196158029,2002,2320,1997
,,,
196159029,2006,2326,1985
,,,
196160029,1991,2332,1986
,,,
196161029,1978,2325,1995
,,,
196162029,1985,2323,2025
,,,
196163029,1996,2375,1983
,,,
196164029,2007,2319,1987
,,,
196176026,1987,2332,1983
,,,
196177029,1984,2349,1983
,,,
196178029,1982,2290,1994
,,,
196179029,1984,2330,1991
,,,
196180029,1997,2327,1995
,,,
196181029,1989,2339,1985
,,,
196182029,1995,2339,1984
,,,
196183029,2001,2318,1986
,,,
196184029,1990,2330,1987
,,,
196196026,1998,2333,1983
,,,
196197029,1994,2346,1983
,,,
196198029,1997,2288,1990
,,,
196199029,2015,2325,1984
,,,
196200029,1995,2331,1991
,,,
196201029,1995,2343,1981
,,,
196202029,1991,2333,1980
,,,
196203029,1971,2330,2015
,,,
196214026,1995,2317,1983
,,,
196215029,2002,2331,1984
,,,
196216029,2003,2327,1989
,,,
196217029,2025,2325,1986
,,,
196218029,1991,2329,1985
,,,
196219029,1994,2326,1993
,,,
196220029,1989,2323,1987
,,,
196221029,1967,2337,1946
,,,
196233026,1996,2330,1983
,,,
196234029,2003,2320,1986
,,,
196235029,2001,2323,1999
,,,
196236029,2002,2321,1974
,,,
196237029,2000,2331,1986
,,,
196238029,2000,2331,1987
,,,
196239029,2031,2323,1994
,,,
196240029,1995,2317,1985
,,,
196241029,1991,2362,1994
,,,
196253026,1989,2331,1993
,,,
196254029,1995,2337,2000
,,,
196255037,1998,2323,1984
,,,
196256029,1995,2324,1991
,,,
196257029,2032,2321,1953
,,,
196258029,1997,2331,1986
,,,
196259029,1981,2336,1993
,,,
196260029,2000,2315,1979
,,,
196271026,1993,2338,1996
,,,
196272029,1995,2332,1998
,,,
196273029,2000,2323,1996
,,,
196274029,1991,2333,1986
,,,
196275029,1996,2339,1989
,,,
196276029,1999,2320,1984
,,,
196277029,1987,2322,1981
,,,
196278029,1998,2327,1991
,,,
196290026,1999,2320,2001
,,,
196291029,1982,2330,2000
,,,
196292029,1995,2322,1983
,,,
196293029,1986,2319,1995
,,,
196294029,2017,2326,1979
,,,
196295029,1990,2321,1994
,,,
196296029,2000,2321,1989
,,,
196297029,2003,2327,1968
,,,
196298029,2026,2323,1983
,,,
196310026,1989,2326,1990
,,,
196311029,1981,2325,1987
,,,
196312029,1999,2326,1993
,,,
196313029,1990,2323,1988
,,,
196314029,1995,2330,2012
,,,
196315029,1983,2335,1985
,,,
196316029,1990,2289,1997
,,,
196317029,2003,2327,1973
,,,
196328026,2001,2337,1983
,,,
196329029,2019,2333,1985
,,,
196330029,1999,2336,1981
,,,
196331029,1991,2320,1991
,,,
196332029,2000,2332,1964
,,,
196333029,1998,2330,2000
,,,
196334029,1993,2321,1987
,,,
196335029,1997,2314,1984
,,,
196347026,1985,2327,1985
,,,
196348029,1990,2352,1984
,,,
196349029,2001,2333,1973
,,,
196350029,2002,2214,1984
,,,
196351029,1999,2327,1979
,,,
196352029,1993,2310,1987
,,,
196353029,1994,2321,1984
,,,
196354029,1999,2322,2000
,,,
196355029,2002,2334,1990
,,,
196367026,1990,2352,1995
,,,
196368029,1999,2322,1990
,,,
196369029,1988,2330,1990
,,,
196370029,1994,2336,1983
,,,
196371029,2000,2331,2009
,,,
196372029,1996,2329,1980
,,,
196373029,1995,2325,1989
,,,
196374029,2032,2333,2035
,,,
196385026,1987,2317,1986
,,,
196386029,2000,2326,1997
,,,
196387029,1989,2315,1994
,,,
196388029,1997,2322,1994
,,,
196389029,1994,2320,1983
,,,
196390029,1996,2323,1988
,,,
196391029,1990,2326,1990
,,,
196392029,1994,2332,2075
,,,
196404026,1994,2333,1985
,,,
196405029,2001,2320,1985
,,,
196406029,1998,2320,1999
,,,
196407029,2000,2320,2000
,,,
196408029,1997,2320,1979
,,,
196409029,2020,2342,1998
,,,
196410029,1994,2331,1989
,,,
196411029,2000,2321,1971
,,,
196412029,1991,2321,1995
,,,
196424026,2002,2325,1999
,,,
196425029,2018,2323,1999
,,,
196426029,1987,2321,1984
,,,
196427029,1997,2310,1994
,,,
196428029,2000,2327,1974
,,,
196429029,1973,2340,1983
,,,
196430029,2000,2320,1987
,,,
196431029,1949,2335,1985
,,,
196442026,2010,2256,2073
,,,
196443029,1991,2322,1991
,,,
196444029,1987,2335,1988
,,,
196445029,1999,2330,1994
,,,
196446029,1984,2326,1965
,,,
196447029,1986,2319,1975
,,,
196448029,1995,2326,1985
,,,
196449029,1987,2321,1984
,,,
196461026,1893,2323,1988
,,,
196462029,1979,2319,1987
,,,
196463029,2003,2351,1990
,,,
196464029,1985,2335,1981
,,,
196465029,1990,2336,1985
,,,
196466029,1994,2317,1981
,,,
196467029,1995,2326,1994
,,,
196468029,1999,2336,1979
,,,
196469029,1988,2319,1987
,,,
196481026,1999,2331,1969
,,,
196482029,1995,2320,1987
,,,
196483029,1996,2326,1990
,,,
196484029,1999,2320,1989
,,,
196485029,2000,2274,1989
,,,
196486029,2015,2329,1975
,,,
196487029,1995,2331,1986
,,,
196488029,1997,2334,1987
,,,
196499026,1994,2318,1995
,,,
196500029,1985,2317,1991
,,,
196501029,1990,2329,1979
,,,
196502029,1982,2329,1987
,,,
196503029,1988,2320,1978
,,,
196504029,1994,2320,2000
,,,
196505029,1996,2326,1989
,,,
196506029,2002,2333,1978
,,,
196518026,2000,2336,1984
,,,
196519029,1993,2320,1983
,,,
196520029,1987,2326,1983
,,,
196521029,1997,2320,1995
,,,
196522029,1999,2331,1995
,,,
196523029,2005,2323,1981
,,,
196524029,1993,2326,1995
,,,
196525029,1994,2325,1991
,,,
196526029,2002,2334,1985
,,,
196538026,1987,2338,1989
,,,
196539029,1933,2322,1979
,,,
196540029,2001,2334,1987
,,,
196541029,2000,2320,1985
,,,
196542029,1983,2331,1990
,,,
196543029,1969,2326,1979
,,,
196544029,1998,2317,1991
,,,
196545029,2000,2320,1994
,,,
196556026,1987,2322,1987
,,,
196557029,1994,2331,2009
,,,
196558029,1936,2321,1986
,,,
196559029,1986,2323,1991
,,,
196560029,1984,2317,1998
,,,
196561029,1967,2335,2003
,,,
196562029,1985,2321,1987
,,,
196563029,1991,2321,1985
,,,
196575026,1947,2338,1985
,,,
196576029,1996,2323,1990
,,,
196577029,1995,2334,1979
,,,
196578029,1995,2333,1963
,,,
196579038,1993,2327,1986
,,,
196580029,2026,2322,1984
,,,
196581029,1997,2331,1982
,,,
196582029,1974,2320,1987
,,,
196583029,1991,2327,1983
,,,
196595026,1997,2333,1984
,,,
196596029,1995,2335,1984
,,,
196597029,1995,2323,1986
,,,
196598029,1986,2324,1949
,,,
196599029,1987,2320,1982
,,,
196600029,1979,2326,1993
,,,
196601029,1993,2334,1989
,,,
196602029,1947,2326,1982
,,,
196613026,2000,2326,1987
,,,
196614029,1991,2331,2031
,,,
196615029,1989,2327,1986
,,,
196616029,1983,2320,2006
,,,
196617029,1995,2333,1969
,,,
196618029,1983,2323,1995
,,,
196619029,2001,2337,1993
,,,
196620029,2000,2331,1952
,,,
196632026,1991,2320,1995
,,,
196633029,1981,2315,1991
,,,
196634029,2000,2329,1986
,,,
196635029,2015,2319,1987
,,,
196636029,1987,2327,1988
,,,
196637029,1990,2335,1989
,,,
196638029,2000,2335,1971
,,,
196639029,1997,2331,1982
,,,
196640029,1987,2333,1994
,,,
196652026,1995,2320,1984
,,,
196653029,2000,2330,1984
,,,
196654029,1998,2322,1995
,,,
196655029,1987,2313,1985
,,,
196656029,2000,2336,1985
,,,
196657029,1994,2336,2001
,,,
196658029,1998,2317,1984
,,,
196659029,2000,2325,1997
,,,
196670026,1997,2320,1986
,,,
196671029,2055,2329,1991
,,,
196672029,1988,2334,1981
,,,
196673029,2001,2323,1991
,,,
196674029,2002,2320,1975
,,,
196675029,2000,2338,1995
,,,
196676029,2023,2325,1984
,,,
196677029,1993,2329,1983
,,,
196689026,2007,2346,1989
,,,
196690029,1994,2325,1985
,,,
196691029,1995,2319,1968
,,,
196692029,1991,2330,1990
,,,
196693029,2012,2327,1983
,,,
196694029,1968,2324,1989
,,,
196695029,1990,2336,1999
,,,
196696029,1989,2326,1983
,,,
196697029,1989,2331,1983
,,,
