Tiempo,Temp_Dist_81.4mm,Temp_Dist_123.1mm,Temp_Dist_164.0mm,Temp_Dist_211.9mm,Temp_Dist_249.6mm,Temp_Dist_410.5mm
3180,229.467,215.052,203.096,189.63,181.052,156.421
3185,229.53,215.091,203.164,189.67,181.113,156.44
3190,229.573,215.121,203.203,189.726,181.173,156.516
3195,229.654,215.182,203.286,189.808,181.24,156.594
3200,229.782,215.28,203.372,189.905,181.351,156.684
3205,229.859,215.375,203.458,189.971,181.422,156.761
3210,229.923,215.428,203.529,190.053,181.473,156.824
3215,230.019,215.517,203.609,190.131,181.56,156.896
3220,230.087,215.585,203.71,190.22,181.654,157.007
3225,230.152,215.687,203.762,190.281,181.717,157.054
3230,230.242,215.754,203.844,190.356,181.785,157.123
3235,230.284,215.796,203.898,190.412,181.84,157.182
3240,230.36,215.908,203.987,190.501,181.934,157.274
3245,230.444,215.995,204.076,190.592,182.005,157.342
3250,230.457,216.012,204.113,190.639,182.042,157.414
3255,230.507,216.051,204.154,190.682,182.109,157.481
3260,230.6,216.145,204.271,190.779,182.22,157.552
3265,230.696,216.229,204.311,190.848,182.265,157.609
3270,230.781,216.284,204.384,190.916,182.353,157.672
3275,230.834,216.362,204.456,190.981,182.404,157.737
3280,230.899,216.398,204.503,191.046,182.473,157.796
3285,230.981,216.498,204.587,191.103,182.54,157.884
3290,231.009,216.578,204.644,191.168,182.595,157.949
3295,231.1,216.628,204.718,191.239,182.684,158.012
3300,231.207,216.712,204.792,191.311,182.738,158.056
3305,231.319,216.804,204.887,191.382,182.815,158.12
3310,231.412,216.889,204.964,191.468,182.901,158.188
3315,231.489,216.934,205.019,191.516,182.955,158.251
3320,231.617,217.053,205.134,191.627,183.049,158.336
3325,231.686,217.123,205.182,191.669,183.102,158.384
3330,231.766,217.214,205.242,191.751,183.149,158.452
3335,231.819,217.3,205.336,191.825,183.247,158.527
3340,231.888,217.346,205.39,191.875,183.284,158.58
3345,231.92,217.408,205.453,191.944,183.341,158.626
3350,232.013,217.488,205.54,192.019,183.441,158.727
3355,232.081,217.539,205.596,192.094,183.481,158.786
3360,232.129,217.591,205.674,192.149,183.56,158.871
3365,232.192,217.654,205.744,192.227,183.629,158.952
3370,232.299,217.757,205.83,192.314,183.724,159.025
3375,232.324,217.822,205.889,192.387,183.785,159.093
3380,232.349,217.844,205.922,192.415,183.838,159.145
3385,232.421,217.898,205.98,192.467,183.878,159.189
3390,232.516,218.01,206.073,192.564,183.962,159.272
3395,232.611,218.093,206.165,192.647,184.066,159.336
3400,232.572,218.09,206.205,192.681,184.094,159.378
3405,232.639,218.152,206.253,192.73,184.141,159.453
3410,232.682,218.227,206.33,192.813,184.207,159.513
3415,232.734,218.23,206.384,192.867,184.277,159.57
3420,232.735,218.279,206.423,192.926,184.312,159.619
3425,232.779,218.351,206.477,192.988,184.392,159.689
3430,232.824,218.365,206.533,193.043,184.456,159.761
3435,232.857,218.443,206.586,193.096,184.505,159.8
3440,232.928,218.517,206.636,193.147,184.561,159.891
3445,232.969,218.574,206.697,193.221,184.625,159.943
3450,233.055,218.615,206.758,193.279,184.709,160.009
3455,233.121,218.682,206.801,193.337,184.759,160.081
3460,233.175,218.723,206.871,193.401,184.819,160.143
3465,233.23,218.803,206.94,193.481,184.895,160.236
3470,233.337,218.861,207.016,193.545,184.951,160.298
3475,233.398,218.931,207.072,193.598,185.008,160.357
3480,233.456,218.989,207.142,193.666,185.058,160.409
3485,233.516,219.072,207.202,193.724,185.132,160.474
3490,233.558,219.128,207.259,193.774,185.185,160.534
3495,233.619,219.169,207.313,193.831,185.231,160.589
3500,233.663,219.252,207.369,193.871,185.283,160.651
3505,233.715,219.275,207.413,193.929,185.331,160.716
3510,233.762,219.327,207.476,193.985,185.39,160.774
3515,233.804,219.38,207.52,194.044,185.454,160.847
3520,233.839,219.424,207.578,194.088,185.496,160.903
3525,233.903,219.471,207.63,194.144,185.563,160.952
3530,233.969,219.527,207.681,194.216,185.627,161.016
3535,233.975,219.555,207.729,194.267,185.673,161.075
3540,234.011,219.594,207.789,194.319,185.729,161.125
3545,234.027,219.66,207.841,194.359,185.79,161.196
3550,234.082,219.685,207.889,194.407,185.82,161.264
3555,234.099,219.702,207.934,194.458,185.876,161.285
3560,234.104,219.763,207.978,194.502,185.931,161.351
3565,234.173,219.804,208.006,194.56,185.993,161.392
3570,234.198,219.829,208.066,194.616,186.039,161.46
3575,234.231,219.882,208.106,194.661,186.099,161.513
3580,234.281,219.937,208.173,194.713,186.162,161.563
3585,234.323,219.979,208.205,194.767,186.198,161.623
3590,234.375,220.018,208.249,194.821,186.252,161.692
3595,234.4,220.073,208.305,194.868,186.319,161.746
3600,234.441,220.082,208.331,194.91,186.363,161.787
3605,234.499,220.168,208.398,194.974,186.433,161.859
3610,234.527,220.179,208.448,195.032,186.459,161.908
3615,234.578,220.227,208.487,195.073,186.507,161.982
3620,234.601,220.288,208.532,195.129,186.57,162.021
3625,234.64,220.326,208.57,195.165,186.608,162.073
3630,234.673,220.345,208.611,195.199,186.67,162.136
3635,234.681,220.403,208.663,195.263,186.709,162.18
3640,234.745,220.456,208.705,195.298,186.755,162.237
3645,234.806,220.487,208.739,195.34,186.803,162.279
3650,234.836,220.509,208.795,195.386,186.857,162.343
3655,234.88,220.584,208.842,195.448,186.924,162.402
3660,234.97,220.621,208.903,195.524,186.985,162.472
3665,235.048,220.701,208.969,195.576,187.062,162.522
3670,235.114,220.765,209.031,195.62,187.114,162.583
3675,235.18,220.823,209.098,195.68,187.17,162.636
3680,235.25,220.917,209.171,195.771,187.241,162.688
3685,235.324,220.966,209.243,195.84,187.309,162.744
3690,235.331,220.984,209.262,195.88,187.354,162.779
3695,235.379,221.052,209.356,195.946,187.408,162.85
3700,235.45,221.127,209.417,196.025,187.486,162.944
3705,235.488,221.149,209.46,196.059,187.526,162.964
3710,235.524,221.205,209.499,196.119,187.565,163.028
3715,235.557,221.266,209.558,196.182,187.619,163.081
3720,235.596,221.283,209.606,196.216,187.673,163.12
3725,235.608,221.339,209.631,196.241,187.714,163.183
3730,235.668,221.377,209.68,196.302,187.777,163.225
3735,235.717,221.405,209.733,196.353,187.797,163.281
3740,235.752,221.483,209.774,196.416,187.863,163.343
3745,235.832,221.552,209.853,196.469,187.934,163.405
3750,235.854,221.554,209.885,196.492,187.963,163.453
3755,235.909,221.618,209.927,196.548,188.019,163.505
3760,235.945,221.646,209.972,196.6,188.08,163.564
3765,235.978,221.674,210.012,196.647,188.11,163.59
3770,236.036,221.749,210.064,196.7,188.16,163.654
3775,236.099,221.812,210.108,196.753,188.226,163.705
3780,236.133,221.829,210.158,196.781,188.266,163.769
3785,236.182,221.893,210.202,196.837,188.304,163.812
3790,236.246,221.934,210.263,196.901,188.365,163.87
3795,236.287,221.965,210.319,196.934,188.411,163.918
3800,236.334,222.02,210.345,196.994,188.447,163.973
3805,236.384,222.079,210.397,197.036,188.505,164.033
3810,236.417,222.106,210.451,197.088,188.546,164.07
3815,236.461,222.167,210.498,197.118,188.598,164.114
3820,236.489,222.228,210.534,197.173,188.632,164.158
3825,236.538,222.251,210.574,197.231,188.692,164.219
3830,236.61,222.309,210.624,197.265,188.757,164.281
3835,236.682,222.37,210.69,197.317,188.799,164.346
3840,236.759,222.409,210.737,197.361,188.861,164.38
3845,236.818,222.478,210.785,197.42,188.914,164.416
3850,236.884,222.523,210.852,197.488,188.968,164.471
3855,236.944,222.592,210.917,197.546,189.006,164.527
3860,237.005,222.661,210.966,197.611,189.095,164.549
3865,237.069,222.724,211.033,197.673,189.151,164.602
3870,237.141,222.783,211.107,197.736,189.217,164.648
3875,237.21,222.863,211.159,197.778,189.272,164.706
3880,237.26,222.91,211.224,197.856,189.324,164.751
3885,237.285,222.957,211.268,197.888,189.368,164.785
3890,237.349,223.01,211.328,197.949,189.447,164.858
3895,237.406,223.06,211.375,198.007,189.477,164.9
3900,237.456,223.121,211.426,198.059,189.541,164.95
3905,237.478,223.168,211.495,198.099,189.569,165.013
3910,237.531,223.24,211.525,198.16,189.63,165.057
3915,237.568,223.255,211.569,198.191,189.67,165.106
3920,237.609,223.288,211.615,198.243,189.725,165.168
3925,237.692,223.353,211.664,198.293,189.783,165.212
3930,237.739,223.398,211.725,198.359,189.827,165.241
3935,237.78,223.453,211.768,198.399,189.893,165.293
3940,237.823,223.526,211.84,198.473,189.929,165.335
3945,237.865,223.541,211.873,198.51,189.976,165.38
3950,237.888,223.588,211.912,198.538,190.014,165.432
3955,237.91,223.61,211.937,198.593,190.064,165.482
3960,237.974,223.655,211.983,198.641,190.095,165.529
3965,237.979,223.679,212.031,198.673,190.143,165.585
3970,238.024,223.73,212.073,198.723,190.191,165.621
3975,238.049,223.766,212.115,198.761,190.231,165.68
3980,238.081,223.807,212.166,198.789,190.255,165.7
3985,238.12,223.861,212.213,198.844,190.319,165.793
3990,238.194,223.894,212.247,198.898,190.37,165.817
3995,238.236,223.935,212.284,198.938,190.42,165.857
4000,238.278,223.995,212.365,198.995,190.475,165.934
4005,238.355,224.072,212.399,199.061,190.541,165.986
4010,238.433,224.12,212.453,199.095,190.577,166.019
4015,238.496,224.192,212.511,199.162,190.635,166.073
4020,238.537,224.251,212.555,199.205,190.668,166.099
4025,238.595,224.282,212.613,199.264,190.74,166.174
4030,238.631,224.328,212.65,199.306,190.8,166.214
4035,238.684,224.394,212.724,199.359,190.838,166.242
4040,238.731,224.427,212.77,199.407,190.883,166.256
4045,238.77,224.491,212.818,199.455,190.935,166.307
4050,238.825,224.552,212.885,199.507,190.987,166.351
4055,238.893,224.578,212.933,199.559,191.023,166.387
4060,238.929,224.645,212.979,199.613,191.078,166.405
4065,238.979,224.71,213.021,199.67,191.128,166.45
4070,239.021,224.741,213.066,199.706,191.154,166.472
4075,239.068,224.796,213.114,199.746,191.208,166.52
4080,239.112,224.824,213.156,199.788,191.24,166.557
4085,239.189,224.874,213.198,199.835,191.311,166.603
4090,239.214,224.954,213.24,199.875,191.347,166.639
4095,239.275,224.96,213.28,199.937,191.395,166.686
4100,239.311,225.007,213.331,199.949,191.415,166.718
4105,239.363,225.068,213.377,200.022,191.472,166.756
4110,239.427,225.129,213.437,200.064,191.512,166.819
4115,239.496,225.162,213.501,200.124,191.576,166.861
4120,239.534,225.24,213.553,200.158,191.612,166.913
4125,239.611,225.304,213.606,200.214,191.687,166.962
4130,239.664,225.343,213.648,200.271,191.709,167.008
4135,239.705,225.387,213.688,200.301,191.745,167.022
4140,239.769,225.443,213.734,200.343,191.813,167.065
4145,239.821,225.473,213.78,200.387,191.849,167.131
4150,239.86,225.542,213.837,200.451,191.89,167.179
4155,239.915,225.606,213.909,200.498,191.952,167.188
4160,239.948,225.626,213.947,200.544,191.988,167.218
4165,239.99,225.673,213.977,200.58,192.028,167.244
4170,240.028,225.717,214.037,200.64,192.083,167.296
4175,240.061,225.745,214.076,200.656,192.099,167.335
4180,240.103,225.789,214.108,200.705,192.145,167.377
4185,240.142,225.845,214.148,200.763,192.201,167.427
4190,240.177,225.878,214.202,200.805,192.245,167.464
4195,240.238,225.933,214.246,200.837,192.296,167.52
4200,240.288,225.983,214.287,200.893,192.338,167.599
4205,240.349,226.014,214.337,200.946,192.37,167.633
4210,240.379,226.103,214.377,200.978,192.414,167.693
4215,240.431,226.144,214.429,201.024,192.45,167.74
4220,240.478,226.164,214.467,201.054,192.486,167.77
4225,240.52,226.208,214.513,201.098,192.537,167.816
4230,240.578,226.261,214.554,201.149,192.591,167.851
4235,240.591,226.283,214.592,201.187,192.601,167.901
4240,240.638,226.336,214.634,201.225,192.643,167.923
4245,240.666,226.388,214.686,201.271,192.693,167.959
4250,240.688,226.388,214.722,201.317,192.744,168.004
4255,240.713,226.435,214.76,201.359,192.782,168.054
4260,240.743,226.463,214.795,201.396,192.822,168.092
4265,240.746,226.48,214.817,201.426,192.846,168.139
4270,240.746,226.499,214.863,201.472,192.888,168.191
4275,240.801,226.535,214.897,201.516,192.939,168.217
4280,240.823,226.574,214.925,201.554,192.975,168.267
4285,240.881,226.605,214.967,201.586,193.031,168.314
4290,240.912,226.657,215.003,201.633,193.059,168.36
4295,240.928,226.682,215.04,201.657,193.081,168.392
4300,240.975,226.693,215.058,201.687,193.117,168.433
4305,241.019,226.752,215.114,201.729,193.168,168.461
4310,241.025,226.754,215.132,201.759,193.192,168.491
4315,241.039,226.81,215.164,201.795,193.222,168.543
4320,241.077,226.849,215.208,201.838,193.258,168.592
4325,241.08,226.815,215.21,201.856,193.286,168.614
4330,241.099,226.879,215.26,201.874,193.324,168.66
4335,241.105,226.885,215.295,201.912,193.357,168.69
4340,241.108,226.899,215.325,201.95,193.395,168.719
4345,241.113,226.929,215.327,201.978,193.417,168.765
4350,241.108,226.94,215.359,202.014,193.445,168.807
4355,241.155,226.971,215.381,202.042,193.485,168.833
4360,241.146,226.985,215.393,202.065,193.485,168.882
4365,241.16,227.007,215.421,202.083,193.521,168.904
4370,241.177,227.01,215.439,202.089,193.533,168.94
4375,241.202,227.026,215.461,202.127,193.572,168.964
4380,241.213,227.073,215.473,202.153,193.602,168.986
4385,241.237,227.057,215.489,202.183,193.62,169.025
4390,241.232,227.068,215.507,202.179,193.654,169.069
4395,241.237,227.082,215.548,202.225,193.68,169.103
4400,241.248,227.098,215.568,202.241,193.696,169.133
4405,241.279,227.126,215.59,202.283,193.75,169.162
4410,241.325,227.168,215.638,202.318,193.781,169.2
4415,241.358,227.187,215.648,202.36,193.815,169.222
4420,241.394,227.223,215.68,202.386,193.847,169.222
4425,241.408,227.256,215.712,202.416,193.899,169.286
4430,241.495,227.312,215.769,202.462,193.935,169.323
4435,241.545,227.345,215.809,202.494,193.98,169.345
4440,241.603,227.381,215.841,202.518,193.998,169.357
4445,241.649,227.44,215.869,202.569,194.026,169.355
4450,241.715,227.487,215.917,202.605,194.084,169.383
4455,241.773,227.545,215.951,202.641,194.096,169.407
4460,241.852,227.584,215.993,202.699,194.164,169.429
4465,241.872,227.631,216.032,202.717,194.176,169.456
4470,241.946,227.709,216.088,202.782,194.227,169.498
4475,242.025,227.747,216.154,202.83,194.277,169.512
4480,242.05,227.795,216.19,202.856,194.321,169.524
4485,242.102,227.839,216.232,202.892,194.359,169.566
4490,242.149,227.897,216.289,202.944,194.381,169.599
4495,242.218,227.933,216.323,202.982,194.428,169.593
4500,242.248,228.0,216.363,203.015,194.47,169.601
4505,242.273,228.05,216.407,203.045,194.478,169.625
4510,242.314,228.05,216.425,203.085,194.512,169.629
4515,242.374,228.083,216.475,203.123,194.546,169.659
4520,242.369,228.125,216.498,203.149,194.566,169.689
4525,242.393,228.138,216.518,203.183,194.6,169.723
4530,242.44,228.197,216.564,203.211,194.645,169.776
4535,242.459,228.23,216.618,203.266,194.695,169.808
4540,242.492,228.255,216.654,203.288,194.715,169.85
4545,242.522,228.299,216.68,203.326,194.741,169.887
4550,242.572,228.343,216.706,203.348,194.767,169.921
4555,242.605,228.343,216.726,203.362,194.783,169.935
4560,242.632,228.41,216.759,203.406,194.818,169.963
4565,242.676,228.398,216.785,203.426,194.844,169.989
4570,242.698,228.426,216.813,203.448,194.866,169.997
4575,242.709,228.492,216.845,203.477,194.892,170.038
4580,242.726,228.514,216.871,203.513,194.916,170.08
4585,242.742,228.492,216.893,203.525,194.934,170.102
4590,242.745,228.531,216.927,203.563,194.976,170.146
4595,242.769,228.561,216.945,203.561,194.998,170.15
4600,242.756,228.55,216.973,203.595,195.014,170.201
4605,242.756,228.589,216.988,203.631,195.051,170.213
4610,242.761,228.611,217.01,203.661,195.073,170.261
4615,242.786,228.597,217.026,203.669,195.087,170.273
4620,242.805,228.639,217.05,203.694,195.109,170.319
4625,242.8,228.644,217.064,203.716,195.127,170.354
4630,242.819,228.633,217.092,203.76,195.151,170.388
4635,242.816,228.669,217.112,203.764,195.179,170.424
4640,242.841,228.675,217.132,203.778,195.203,170.456
4645,242.835,228.666,217.132,203.804,195.223,170.479
4650,242.852,228.686,217.162,203.83,195.25,170.519
4655,242.83,228.746,217.172,203.842,195.264,170.561
4660,242.83,228.708,217.186,203.864,195.286,170.579
