Tiempo,Altura,Senal_de_Control,Set_value
0.22956129999874975,-2.17898832,100.0,50
0.34930439999880036,0.0,100.0,50
0.4690989000009722,0.0,100.0,50
0.5882775999998557,0.0,100.0,50
0.7088231999987329,0.0,100.0,50
0.8289299999996729,0.0,100.0,50
0.9483624999993481,0.0,100.0,50
1.06903279999824,0.0,100.0,50
1.1887583999996423,0.0,100.0,50
1.3083045999992464,0.0,100.0,50
1.4282896000004257,0.0,100.0,50
1.5479494999999588,0.0,100.0,50
1.668535199998587,0.0,100.0,50
1.7878567000007024,0.0,100.0,50
1.9079487999988487,0.0,100.0,50
2.0284203000010166,0.0,100.0,50
2.149649099999806,0.0,100.0,50
2.269456199999695,0.0,100.0,50
2.3892373999988195,0.0,100.0,50
2.508429800000158,0.0,100.0,50
2.6285410999989836,0.0,100.0,50
2.7501010999985738,0.0,100.0,50
2.869576400000369,0.0,100.0,50
2.98907269999836,0.0,100.0,50
3.109211700000742,0.0,100.0,50
3.231953700000304,0.0,100.0,50
3.3516964000009466,0.0,100.0,50
3.4715547999985574,0.0,100.0,50
3.5909210999998322,0.0,100.0,50
3.711402100001578,0.0,100.0,50
3.831725700001698,0.0,100.0,50
3.9519872999990184,0.0,100.0,50
4.071939900000871,0.0,100.0,50
4.191964099998586,0.0,100.0,50
4.312221299998782,0.0,100.0,50
4.432785599998169,0.0,100.0,50
4.552782999999181,0.0,100.0,50
4.672383599998284,0.0,100.0,50
4.792188600000372,0.0,100.0,50
4.912290500000381,0.0,100.0,50
5.032138999999006,0.0,100.0,50
5.152065300000686,0.0,100.0,50
5.273210600000311,0.0,100.0,50
5.393306900001335,0.0,100.0,50
5.513830700001563,0.0,100.0,50
5.634337100000266,0.0,100.0,50
5.754742299999634,0.0,100.0,50
5.874606099998346,0.0,100.0,50
5.994285000000673,0.0,100.0,50
6.113949300000968,0.0,100.0,50
6.235131199999159,0.0,100.0,50
6.355043600000499,0.0,100.0,50
6.474999400001252,0.0,100.0,50
6.594762699998682,0.0,100.0,50
6.714713199999096,0.0,100.0,50
6.835130200001004,0.0,100.0,50
6.955433700000867,0.0,100.0,50
7.075184500001342,0.0,100.0,50
7.195339800000511,0.0,100.0,50
7.315849999999045,0.0,100.0,50
7.436083699998562,0.0,100.0,50
7.555355500000587,0.0,100.0,50
7.675050800000463,0.0,100.0,50
7.79790050000156,-0.13618677000000012,100.0,50
7.9188108000016655,-0.13618677000000012,100.0,50
8.039708199998131,-0.13618677000000012,100.0,50
8.15978080000059,-0.13618677000000012,100.0,50
8.279661699998542,-0.13618677000000012,100.0,50
8.399817299999995,-0.13618677000000012,100.0,50
8.520733900000778,-0.13618677000000012,100.0,50
8.641312499999913,-0.13618677000000012,100.0,50
8.76132409999991,-0.13618677000000012,100.0,50
8.881392200000846,-0.13618677000000012,100.0,50
9.001785199998267,0.0,100.0,50
9.122295199998916,-0.13618677000000012,100.0,50
9.243552399999317,-0.13618677000000012,100.0,50
9.363701800000854,-0.13618677000000012,100.0,50
9.48409950000132,-0.13618677000000012,100.0,50
9.603988700000627,0.0,100.0,50
9.724268699999811,0.0,100.0,50
9.844243299998197,0.13618677000000012,100.0,50
9.963785700001608,0.4085603099999999,100.0,50
10.083791400000337,0.8171206200000001,100.0,50
10.203415799998766,1.08949416,100.0,50
10.324808000001212,1.3618677000000001,100.0,50
10.4444035000015,1.7704280100000003,100.0,50
10.564258400001563,2.04280155,100.0,50
10.684185400001297,2.4513618600000004,100.0,50
10.807698199998413,3.6770427900000002,100.0,50
10.927697200000694,4.22178987,100.0,50
