Tiempo,Altura,Senal_de_Control,Set_value
0.1037293999997928,-1.9066147800000002,100.0,50
0.1342411000005086,0.0,100.0,50
0.16621219999979076,0.0,100.0,50
0.21423830000094313,0.0,100.0,50
0.2463013000015053,0.0,100.0,50
0.2781708000002254,0.0,100.0,50
0.31019800000103714,0.0,100.0,50
0.3421976000008726,0.0,100.0,50
0.37420430000020133,0.0,100.0,50
0.40614240000104473,0.0,100.0,50
0.4383384000011574,0.0,100.0,50
0.4703291000005265,0.0,100.0,50
0.5021830000005139,0.0,100.0,50
0.5341459999999643,0.0,100.0,50
0.5661415000013221,0.0,100.0,50
0.6141836000006151,0.0,100.0,50
0.6461798000000272,0.0,100.0,50
0.6782020999999077,0.0,100.0,50
0.7102284000011423,-0.68093385,100.0,50
0.7422099000013986,-0.27237354,100.0,50
0.774098400001094,-0.5447470800000003,100.0,50
0.8062571999998909,-0.5447470800000003,100.0,50
0.8384750000004715,-0.5447470800000003,100.0,50
0.8701637000012852,-0.5447470800000003,100.0,50
0.9021424000002298,-0.27237354,100.0,50
0.9341662000006181,-0.1361867699999999,100.0,50
0.966143400000874,-0.1361867699999999,100.0,50
1.0142886000012368,0.0,100.0,50
1.0461506000010559,0.0,100.0,50
1.0782228000007308,0.0,100.0,50
1.1102363999998488,0.0,100.0,50
1.1424873000014486,0.0,100.0,50
1.174829999999929,0.0,100.0,50
1.2063057000013941,0.0,100.0,50
1.238315100001273,0.0,100.0,50
1.2702308000007179,0.0,100.0,50
1.302207400000043,0.0,100.0,50
1.3341489000013098,0.0,100.0,50
1.3661965999999666,0.0,100.0,50
1.4142212000006111,0.0,100.0,50
1.4463312000007136,0.0,100.0,50
1.478332100001353,0.0,100.0,50
1.510208200001216,0.0,100.0,50
1.542345400001068,0.0,100.0,50
1.5742715000014869,0.0,100.0,50
1.6062282000002597,0.0,100.0,50
1.6382868000000599,0.0,100.0,50
1.670321600000534,0.0,100.0,50
1.702149599999757,0.0,100.0,50
1.734211500001038,0.0,100.0,50
1.7662448000010045,0.0,100.0,50
1.8141856000002008,0.0,100.0,50
1.846250800001144,0.0,100.0,50
1.8782958000010694,0.0,100.0,50
1.9106594000004407,0.0,100.0,50
1.9423947000013868,0.0,100.0,50
1.9742147000015393,0.0,100.0,50
2.00617450000027,0.0,100.0,50
2.0382377000005363,0.0,100.0,50
2.0701901000011276,0.0,100.0,50
2.1021349000002374,0.0,100.0,50
2.1341547000010905,0.0,100.0,50
2.1661269000014727,0.0,100.0,50
2.2142216000011103,0.0,100.0,50
2.2461925000006886,0.0,100.0,50
2.2782318999998097,0.0,100.0,50
2.3103440000013507,0.0,100.0,50
2.3424537000009877,0.0,100.0,50
2.374213500001133,0.0,100.0,50
2.40616670000054,0.0,100.0,50
2.4381526000015583,0.0,100.0,50
2.4703465000002325,0.0,100.0,50
2.502316600000995,0.0,100.0,50
2.5341743000008137,0.0,100.0,50
2.566182900000058,0.0,100.0,50
2.6141815000009956,0.0,100.0,50
2.6463742000014463,0.0,100.0,50
2.678268300000127,0.0,100.0,50
2.7102123000004212,0.0,100.0,50
2.7422600999998394,0.0,100.0,50
2.774246500001027,0.0,100.0,50
2.8062840000002325,0.0,100.0,50
2.838235300001543,0.0,100.0,50
2.8701860000001034,0.0,100.0,50
2.9022190000014234,0.0,100.0,50
2.9342278000003716,0.0,100.0,50
2.966263300000719,0.0,100.0,50
3.0142652000013186,0.0,100.0,50
3.046288800000184,0.0,100.0,50
3.0782197000007727,0.0,100.0,50
3.110361200000625,0.0,100.0,50
3.1422949000007065,0.0,100.0,50
